time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
1.58;videos/cuts_test/50wtf9.mp4;walk;(703.87, 240.78);(707.25, 229.59);(706.09, 227.91);(704.83, 226.17);(709.07, 230.82);(709.25, 230.13);(709.32, 229.43);(693.15, 218.09);(699.3, 222.39);(691.96, 243.46);(694.85, 244.56);(606.52, 207.71);(679.33, 243.35);(529.25, 193.15);(754.77, 275.49);(460.52, 181.05);(825.63, 297.02);(443.89, 177.89);(846.03, 300.81);(443.73, 179.84);(847.89, 295.19);(449.08, 182.72);(841.51, 294.96);(517.2, 321.53);(541.84, 328.55);(542.59, 446.96);(555.08, 452.97);(537.4, 552.85);(563.76, 560.09);(527.95, 571.51);(549.5, 581.6);(580.84, 575.83);(601.22, 595.47)
1.63;videos/cuts_test/50wtf9.mp4;walk;(705.79, 241.29);(708.97, 229.9);(707.88, 228.09);(706.63, 226.19);(710.46, 231.36);(710.53, 230.75);(710.5, 230.16);(695.03, 217.61);(701.05, 222.98);(694.56, 244.25);(696.97, 245.46);(608.41, 202.35);(682.77, 248.93);(535.68, 177.99);(753.97, 284.31);(470.67, 155.96);(823.36, 316.22);(452.7, 144.06);(846.35, 319.76);(454.4, 144.26);(847.95, 313.76);(459.74, 150.29);(840.44, 313.33);(516.88, 319.62);(541.42, 327.34);(538.82, 445.46);(554.51, 451.21);(530.79, 551.91);(561.07, 559.8);(513.95, 571.47);(547.4, 580.81);(582.7, 569.93);(598.59, 595.34)
1.67;videos/cuts_test/50wtf9.mp4;walk;(708.07, 243.07);(711.34, 231.32);(710.27, 229.44);(709.0, 227.46);(712.42, 232.85);(712.31, 232.25);(712.09, 231.65);(696.98, 218.27);(702.3, 223.85);(696.88, 246.46);(698.95, 247.5);(609.11, 200.74);(684.1, 250.54);(539.79, 172.63);(751.31, 287.47);(479.88, 143.86);(819.39, 323.03);(462.01, 130.21);(841.44, 328.03);(462.5, 129.15);(843.58, 322.49);(466.79, 135.25);(836.58, 321.6);(518.77, 319.7);(541.34, 325.88);(539.62, 444.98);(551.55, 449.32);(545.31, 552.13);(538.77, 558.57);(522.15, 571.64);(517.26, 580.63);(584.53, 572.47);(574.48, 595.25)
1.71;videos/cuts_test/50wtf9.mp4;walk;(709.64, 243.65);(713.57, 231.4);(712.57, 229.51);(711.31, 227.56);(714.4, 232.98);(714.18, 232.4);(713.83, 231.82);(698.6, 218.52);(703.59, 223.88);(698.1, 247.3);(699.85, 248.29);(609.65, 199.47);(684.24, 250.31);(541.42, 171.2);(751.48, 287.22);(481.25, 141.62);(821.76, 324.34);(463.79, 128.58);(842.93, 329.46);(463.98, 127.42);(844.93, 324.2);(467.95, 133.17);(838.38, 323.36);(520.54, 317.83);(541.11, 324.17);(539.91, 442.34);(550.22, 447.35);(539.48, 551.64);(541.4, 558.51);(521.58, 571.49);(520.86, 582.15);(576.96, 573.8);(576.45, 595.27)
1.75;videos/cuts_test/50wtf9.mp4;walk;(709.83, 244.94);(714.72, 232.53);(713.81, 230.62);(712.67, 228.69);(715.57, 234.2);(715.43, 233.63);(715.18, 233.1);(700.61, 219.76);(705.55, 224.89);(698.27, 247.95);(700.11, 248.94);(610.36, 199.53);(685.05, 249.52);(539.82, 174.72);(751.18, 287.16);(471.29, 149.17);(823.3, 323.08);(453.8, 136.8);(844.86, 329.15);(454.24, 135.06);(847.22, 324.25);(459.13, 141.06);(840.26, 323.2);(521.81, 317.35);(541.67, 323.74);(540.61, 442.43);(550.58, 447.37);(529.62, 550.86);(557.01, 558.65);(514.89, 572.13);(523.85, 585.58);(568.0, 575.42);(583.28, 595.11)
1.79;videos/cuts_test/50wtf9.mp4;walk;(710.65, 245.0);(715.88, 232.77);(714.97, 230.99);(713.82, 229.23);(716.84, 234.31);(716.74, 233.76);(716.52, 233.24);(702.24, 221.1);(707.06, 225.29);(699.09, 247.98);(701.05, 248.97);(610.8, 200.59);(686.21, 249.51);(540.21, 182.42);(750.79, 287.61);(468.8, 165.24);(826.19, 321.97);(450.44, 154.77);(847.91, 327.41);(448.45, 153.19);(850.27, 322.34);(453.49, 158.85);(843.32, 321.29);(522.56, 317.1);(541.18, 323.48);(541.61, 442.52);(548.94, 447.49);(533.63, 550.92);(556.56, 558.87);(519.44, 572.91);(524.32, 587.63);(572.73, 577.32);(583.26, 596.11)
1.84;videos/cuts_test/50wtf9.mp4;walk;(717.41, 244.35);(721.32, 232.58);(720.47, 231.0);(719.47, 229.4);(721.94, 233.85);(721.59, 233.28);(721.18, 232.71);(707.22, 221.46);(710.79, 225.05);(705.6, 248.47);(706.45, 249.09);(612.51, 200.3);(687.76, 251.19);(538.72, 186.94);(751.76, 291.31);(465.38, 174.98);(828.5, 322.26);(444.64, 167.17);(850.59, 326.55);(441.91, 165.92);(853.27, 321.39);(448.62, 170.44);(846.02, 321.0);(526.36, 317.38);(540.87, 323.57);(541.73, 442.58);(548.98, 448.79);(534.26, 550.95);(562.65, 561.94);(515.19, 572.9);(525.4, 588.64);(571.85, 579.62);(586.34, 596.27)
1.88;videos/cuts_test/50wtf9.mp4;walk;(721.21, 243.6);(725.05, 231.94);(724.21, 230.41);(723.2, 228.87);(725.34, 233.08);(724.81, 232.48);(724.15, 231.87);(710.5, 221.04);(712.95, 224.48);(709.88, 247.59);(709.81, 248.15);(616.87, 198.67);(688.93, 254.92);(540.8, 189.48);(750.25, 300.55);(468.25, 178.04);(825.9, 326.97);(447.32, 168.97);(847.99, 329.77);(444.59, 170.28);(850.56, 323.92);(451.1, 174.43);(843.44, 323.67);(528.09, 317.62);(540.82, 323.83);(542.14, 442.49);(548.93, 448.95);(535.32, 550.99);(555.9, 561.77);(517.1, 572.9);(522.4, 588.55);(573.73, 579.63);(584.74, 596.44)
1.92;videos/cuts_test/50wtf9.mp4;walk;(723.57, 243.49);(727.94, 231.67);(727.13, 230.2);(726.11, 228.71);(727.88, 232.63);(727.17, 231.97);(726.28, 231.31);(712.05, 220.62);(713.9, 224.01);(712.62, 247.54);(711.8, 248.07);(621.28, 197.69);(687.04, 261.12);(542.56, 190.21);(749.08, 314.66);(475.66, 178.56);(823.43, 337.0);(456.24, 170.23);(845.21, 338.48);(454.07, 169.7);(847.56, 331.5);(460.41, 174.33);(840.45, 331.59);(528.25, 317.75);(540.13, 327.57);(542.45, 443.33);(548.94, 451.13);(536.44, 552.21);(557.56, 564.54);(516.6, 572.75);(521.91, 589.24);(579.02, 573.77);(584.14, 597.29)
1.96;videos/cuts_test/50wtf9.mp4;walk;(724.65, 244.89);(729.13, 232.81);(728.32, 231.24);(727.3, 229.58);(728.95, 233.6);(728.17, 232.81);(727.2, 232.02);(712.17, 220.66);(714.29, 224.96);(713.42, 249.29);(712.26, 249.76);(623.87, 194.91);(685.8, 267.15);(543.82, 181.29);(743.83, 328.21);(483.26, 163.55);(816.44, 352.3);(460.1, 153.97);(840.32, 355.99);(459.92, 152.8);(842.68, 346.35);(467.19, 157.81);(834.12, 346.11);(528.33, 317.96);(541.44, 333.94);(542.67, 445.19);(549.8, 454.27);(531.48, 552.58);(558.91, 565.24);(513.98, 572.79);(522.68, 588.94);(571.57, 574.28);(596.85, 587.51)
2.0;videos/cuts_test/50wtf9.mp4;walk;(726.01, 245.21);(729.91, 232.74);(729.15, 231.17);(728.21, 229.5);(729.33, 233.46);(728.31, 232.65);(727.14, 231.86);(711.46, 220.91);(713.12, 225.48);(714.92, 250.52);(713.18, 251.05);(628.0, 195.03);(677.62, 272.22);(562.49, 169.81);(723.03, 342.15);(513.97, 142.98);(790.91, 375.14);(497.4, 129.01);(813.96, 379.76);(499.49, 126.65);(817.28, 368.16);(504.01, 134.23);(809.61, 366.79);(534.27, 318.48);(541.36, 336.29);(551.72, 448.89);(549.77, 457.27);(552.46, 555.25);(553.44, 565.07);(541.22, 574.25);(522.81, 587.64);(597.43, 574.61);(587.32, 587.92)
2.04;videos/cuts_test/50wtf9.mp4;walk;(724.26, 245.95);(728.04, 233.06);(727.25, 231.46);(726.28, 229.75);(727.71, 234.01);(726.86, 233.36);(725.9, 232.72);(710.97, 221.75);(712.27, 226.96);(713.0, 251.66);(711.78, 252.29);(630.59, 195.69);(666.44, 276.89);(581.48, 153.98);(696.83, 359.11);(549.73, 111.32);(756.81, 405.22);(542.47, 98.79);(775.08, 416.38);(546.0, 97.53);(780.86, 407.12);(547.36, 103.04);(773.48, 403.46);(539.95, 319.57);(545.22, 337.08);(554.42, 448.73);(553.61, 456.69);(538.91, 551.83);(557.0, 564.1);(524.03, 570.15);(531.24, 577.25);(579.11, 574.75);(589.31, 587.28)
2.09;videos/cuts_test/50wtf9.mp4;walk;(721.99, 246.59);(723.95, 234.23);(723.23, 232.6);(722.29, 230.74);(722.89, 235.5);(721.58, 235.04);(720.1, 234.48);(705.94, 222.3);(704.65, 228.62);(710.22, 252.42);(708.02, 253.07);(633.64, 195.52);(653.03, 276.97);(609.93, 142.88);(656.56, 351.97);(591.1, 92.43);(687.53, 418.05);(590.69, 73.66);(699.65, 434.02);(595.66, 75.49);(705.1, 429.94);(594.1, 82.06);(700.42, 424.45);(547.59, 319.69);(549.99, 336.49);(552.35, 442.28);(569.08, 456.3);(524.14, 535.29);(575.12, 563.94);(509.9, 550.35);(568.91, 578.07);(556.97, 556.09);(608.51, 589.76)
2.13;videos/cuts_test/50wtf9.mp4;walk;(715.9, 246.37);(717.17, 234.13);(716.37, 232.49);(715.38, 230.63);(715.38, 235.59);(713.44, 235.24);(711.39, 234.77);(697.64, 222.21);(693.76, 229.02);(704.27, 252.26);(701.8, 252.96);(636.49, 193.84);(638.7, 278.97);(636.36, 133.95);(614.73, 358.36);(644.57, 72.04);(617.01, 438.88);(648.07, 55.43);(619.11, 461.45);(653.48, 56.93);(625.37, 464.3);(651.87, 63.09);(625.35, 456.25);(549.98, 319.68);(548.62, 337.75);(549.67, 436.25);(580.09, 457.07);(514.35, 525.58);(582.88, 564.05);(493.2, 535.88);(578.26, 580.86);(546.46, 554.68);(622.8, 587.21)
2.17;videos/cuts_test/50wtf9.mp4;walk;(707.78, 245.47);(709.89, 233.2);(709.23, 231.5);(708.49, 229.58);(707.9, 234.98);(706.01, 234.74);(703.94, 234.39);(691.38, 220.85);(685.02, 228.24);(695.66, 251.22);(693.71, 251.96);(637.63, 196.08);(620.29, 275.07);(661.47, 131.74);(566.35, 353.27);(690.39, 69.2);(551.0, 421.97);(701.57, 52.08);(541.8, 446.22);(707.86, 52.74);(553.38, 448.82);(701.68, 60.52);(557.83, 440.63);(551.3, 313.5);(542.33, 338.24);(566.26, 426.85);(596.87, 451.23);(520.94, 509.8);(580.29, 563.95);(501.7, 519.44);(572.2, 579.92);(556.1, 539.93);(628.3, 583.43)
2.21;videos/cuts_test/50wtf9.mp4;walk;(696.53, 241.93);(699.86, 229.62);(699.63, 228.2);(699.31, 226.65);(696.71, 230.27);(694.28, 229.47);(691.7, 228.47);(683.9, 217.7);(674.43, 221.04);(685.96, 247.03);(682.91, 246.68);(643.9, 202.55);(601.67, 265.43);(680.7, 144.55);(539.02, 343.17);(726.8, 93.83);(498.62, 398.88);(730.12, 85.71);(479.95, 419.11);(729.78, 84.99);(484.11, 422.07);(726.7, 86.7);(492.19, 415.04);(556.02, 308.95);(536.61, 333.87);(577.31, 416.11);(584.45, 438.73);(531.64, 502.75);(578.43, 562.05);(518.9, 510.87);(571.08, 578.61);(569.13, 540.56);(624.69, 583.59)
2.25;videos/cuts_test/50wtf9.mp4;walk;(682.4, 237.62);(686.46, 225.44);(686.64, 224.12);(686.86, 222.68);(683.33, 225.13);(681.33, 223.71);(679.19, 222.24);(675.34, 212.93);(664.59, 213.63);(674.18, 241.5);(670.43, 240.67);(647.9, 203.73);(588.2, 255.49);(718.46, 167.38);(508.96, 323.15);(769.22, 129.9);(437.45, 380.06);(785.41, 115.08);(416.64, 394.35);(784.85, 117.64);(419.68, 407.9);(772.07, 125.25);(426.74, 404.62);(565.72, 306.87);(536.67, 324.26);(580.52, 409.7);(579.36, 435.52);(569.69, 504.95);(579.0, 558.59);(566.75, 515.74);(574.39, 577.66);(610.98, 527.02);(624.44, 577.66)
2.29;videos/cuts_test/50wtf9.mp4;walk;(674.31, 230.9);(676.72, 218.5);(677.21, 217.25);(677.77, 215.95);(672.53, 218.42);(670.01, 217.4);(667.04, 216.33);(665.42, 208.39);(649.5, 209.51);(667.49, 235.36);(661.53, 235.07);(660.61, 209.91);(575.6, 245.83);(731.17, 188.72);(487.32, 288.56);(816.54, 177.4);(405.95, 334.33);(836.93, 170.59);(379.41, 340.63);(833.18, 171.7);(378.22, 347.83);(821.02, 178.87);(390.49, 347.34);(573.77, 308.21);(536.13, 323.03);(623.38, 399.66);(577.65, 434.19);(622.97, 497.88);(578.36, 554.11);(590.75, 505.16);(572.71, 572.6);(639.34, 521.62);(622.41, 576.21)
2.34;videos/cuts_test/50wtf9.mp4;walk;(663.82, 222.75);(667.2, 210.26);(667.76, 209.18);(668.33, 208.01);(663.16, 210.38);(660.37, 209.37);(657.15, 208.42);(653.56, 201.42);(637.16, 203.09);(657.29, 228.4);(651.61, 228.51);(655.28, 210.85);(563.27, 235.29);(724.67, 224.83);(471.38, 261.62);(794.33, 256.56);(384.49, 289.97);(817.44, 258.6);(355.36, 287.34);(812.83, 258.0);(352.78, 290.05);(805.4, 261.86);(364.56, 293.7);(577.7, 308.88);(535.97, 322.9);(628.63, 395.07);(576.33, 424.31);(628.31, 492.23);(580.99, 551.52);(618.16, 505.8);(577.42, 570.33);(661.35, 508.59);(620.0, 576.75)
2.38;videos/cuts_test/50wtf9.mp4;walk;(656.05, 211.35);(656.25, 199.04);(656.89, 197.97);(657.5, 196.88);(651.15, 199.48);(647.87, 198.71);(644.16, 197.99);(642.4, 193.11);(623.85, 195.04);(651.17, 219.08);(645.02, 219.17);(652.97, 216.83);(559.23, 229.17);(699.83, 265.42);(471.52, 233.49);(729.28, 306.49);(386.39, 237.69);(739.97, 317.33);(363.72, 229.11);(738.65, 317.32);(363.24, 231.22);(733.06, 314.62);(371.59, 236.15);(581.01, 308.95);(537.2, 319.35);(647.4, 384.84);(585.33, 427.8);(659.7, 481.55);(582.71, 552.35);(654.51, 498.86);(578.68, 570.36);(699.0, 493.11);(618.32, 584.0)
2.42;videos/cuts_test/50wtf9.mp4;walk;(644.82, 200.52);(642.44, 187.89);(642.76, 186.64);(643.02, 185.3);(637.83, 188.84);(634.37, 188.36);(630.44, 187.91);(627.41, 183.02);(609.95, 186.57);(640.71, 208.87);(634.56, 209.94);(644.55, 217.18);(553.11, 222.13);(663.94, 274.57);(477.65, 208.79);(667.07, 348.85);(419.73, 184.32);(666.47, 368.67);(404.11, 168.35);(663.12, 369.06);(407.57, 169.05);(660.8, 364.05);(412.88, 176.21);(581.1, 306.03);(538.07, 316.63);(655.89, 373.49);(595.44, 423.0);(686.84, 460.1);(586.68, 552.86);(685.03, 479.08);(582.18, 570.24);(761.54, 479.61);(617.42, 586.8)
2.46;videos/cuts_test/50wtf9.mp4;walk;(631.64, 196.4);(629.73, 185.52);(630.04, 184.27);(630.32, 182.78);(625.34, 186.52);(622.08, 186.14);(618.28, 185.71);(614.13, 178.95);(597.44, 184.05);(628.26, 203.96);(622.02, 205.3);(627.16, 217.13);(546.19, 217.27);(633.93, 281.67);(507.9, 207.41);(630.89, 351.11);(449.61, 153.03);(633.82, 373.95);(469.98, 130.5);(625.45, 372.89);(426.63, 124.76);(622.17, 365.69);(448.99, 130.82);(580.01, 306.75);(544.58, 316.71);(669.52, 365.57);(610.49, 425.81);(718.66, 441.97);(591.12, 554.75);(719.46, 460.57);(584.47, 570.71);(793.66, 458.05);(614.94, 593.67)
2.5;videos/cuts_test/50wtf9.mp4;walk;(610.22, 192.52);(609.98, 182.57);(610.75, 181.49);(611.56, 180.25);(604.63, 183.44);(601.35, 183.13);(597.8, 182.75);(602.33, 176.87);(581.62, 180.71);(607.81, 199.43);(601.12, 200.7);(609.47, 211.64);(542.75, 214.87);(623.68, 274.54);(519.54, 203.68);(634.06, 337.17);(552.12, 136.59);(638.26, 358.33);(557.98, 119.69);(634.49, 358.25);(553.4, 114.31);(630.68, 351.59);(554.79, 122.31);(583.59, 311.87);(550.59, 326.4);(677.42, 362.05);(623.27, 430.32);(750.9, 428.14);(591.94, 559.72);(756.2, 447.57);(583.87, 574.05);(798.66, 427.28);(621.95, 595.05)
2.54;videos/cuts_test/50wtf9.mp4;walk;(603.19, 182.8);(599.51, 171.96);(599.16, 170.91);(598.71, 169.87);(596.56, 174.52);(594.14, 175.14);(591.54, 175.74);(586.05, 170.63);(576.23, 177.59);(601.25, 189.37);(597.49, 192.13);(590.44, 196.48);(556.81, 218.78);(634.25, 254.43);(612.99, 225.33);(650.64, 303.38);(656.93, 209.97);(655.36, 318.83);(667.42, 205.43);(652.75, 318.44);(663.59, 201.84);(648.29, 315.3);(659.61, 204.03);(588.47, 308.81);(562.48, 330.14);(682.5, 348.79);(637.28, 434.13);(772.0, 412.62);(597.03, 559.66);(781.03, 428.63);(585.36, 575.5);(811.02, 398.97);(633.49, 591.55)
2.59;videos/cuts_test/50wtf9.mp4;walk;(583.78, 181.27);(576.94, 171.27);(576.53, 169.94);(576.07, 168.41);(574.52, 174.03);(572.19, 174.97);(569.6, 176.01);(564.15, 170.41);(554.85, 180.45);(583.4, 188.67);(580.27, 191.85);(563.89, 193.07);(561.06, 232.16);(619.83, 212.93);(638.5, 235.08);(646.98, 210.04);(666.35, 166.73);(654.73, 209.61);(677.11, 148.5);(651.54, 209.36);(675.77, 136.41);(648.43, 211.23);(671.03, 147.93);(585.38, 312.13);(574.79, 343.82);(693.86, 346.31);(648.77, 442.65);(795.17, 388.46);(597.84, 559.57);(808.75, 403.52);(584.0, 575.33);(831.8, 363.15);(643.12, 589.6)
2.63;videos/cuts_test/50wtf9.mp4;fall;(564.0, 181.56);(557.85, 172.01);(557.87, 170.79);(557.82, 169.4);(554.11, 174.67);(551.44, 175.55);(548.09, 176.59);(547.27, 172.08);(532.02, 182.58);(564.42, 190.1);(558.49, 193.99);(550.4, 194.25);(555.6, 244.55);(620.16, 191.12);(640.36, 238.87);(672.96, 182.2);(692.83, 187.24);(691.83, 165.34);(705.82, 172.37);(690.31, 163.35);(702.09, 164.58);(683.18, 172.32);(696.7, 171.63);(584.5, 310.9);(578.29, 340.93);(696.11, 342.58);(653.47, 442.47);(806.67, 369.35);(601.26, 559.09);(822.46, 383.01);(586.33, 575.19);(840.68, 337.81);(640.94, 583.84)
2.67;videos/cuts_test/50wtf9.mp4;fall;(550.19, 181.33);(544.6, 172.01);(545.02, 171.0);(545.33, 169.83);(539.41, 175.31);(536.2, 176.72);(532.2, 178.42);(535.48, 173.91);(516.53, 184.26);(552.13, 191.36);(544.73, 196.45);(534.43, 195.57);(555.09, 251.08);(586.14, 157.27);(651.74, 248.8);(637.09, 126.98);(714.04, 205.53);(648.14, 117.94);(733.26, 192.14);(651.34, 117.41);(727.31, 184.94);(649.59, 121.58);(720.67, 190.67);(587.7, 315.71);(589.31, 346.64);(708.4, 339.29);(661.79, 444.86);(823.63, 353.14);(604.15, 557.59);(836.23, 366.91);(585.92, 573.63);(850.17, 320.51);(641.65, 580.63)
2.71;videos/cuts_test/50wtf9.mp4;fall;(539.73, 181.48);(533.55, 172.29);(533.49, 171.31);(533.31, 170.24);(529.95, 175.49);(527.28, 176.95);(524.11, 178.73);(522.62, 175.18);(510.19, 185.11);(541.74, 191.62);(536.23, 196.91);(523.01, 197.29);(541.91, 256.92);(543.58, 137.68);(629.24, 279.76);(574.71, 84.31);(708.31, 246.21);(586.34, 70.99);(728.8, 234.95);(589.35, 70.57);(724.97, 223.95);(586.22, 75.67);(717.72, 227.82);(592.88, 327.7);(589.08, 354.64);(715.99, 337.38);(673.57, 445.4);(831.81, 344.12);(607.46, 556.55);(848.45, 350.14);(589.03, 571.57);(855.56, 301.91);(640.29, 581.13)
2.75;videos/cuts_test/50wtf9.mp4;fall;(530.08, 183.22);(523.35, 173.39);(523.49, 172.33);(523.51, 171.19);(519.33, 176.51);(516.29, 177.93);(512.98, 179.49);(511.33, 176.46);(500.48, 185.63);(532.87, 193.82);(527.47, 198.54);(519.61, 215.27);(534.26, 255.01);(558.01, 160.39);(617.8, 296.02);(577.71, 150.39);(691.84, 280.57);(582.12, 140.94);(712.72, 278.57);(581.0, 137.32);(712.51, 266.8);(582.25, 141.71);(705.99, 267.39);(599.14, 337.98);(596.09, 357.74);(719.36, 336.0);(677.62, 445.75);(842.84, 335.36);(610.79, 555.62);(859.39, 345.91);(597.26, 568.1);(856.03, 295.99);(639.91, 577.53)
2.79;videos/cuts_test/50wtf9.mp4;fall;(522.16, 183.79);(514.88, 174.25);(514.78, 173.36);(514.66, 172.37);(511.36, 177.17);(508.49, 178.6);(505.48, 180.11);(502.02, 177.31);(492.66, 186.67);(525.02, 194.49);(520.2, 198.65);(504.42, 224.55);(529.76, 257.59);(555.34, 257.68);(612.78, 317.88);(593.83, 246.67);(676.51, 315.62);(603.95, 240.12);(697.55, 316.29);(604.21, 236.24);(698.0, 303.89);(602.7, 240.31);(691.18, 303.04);(603.63, 353.03);(607.28, 366.0);(713.45, 353.39);(681.11, 446.04);(818.19, 353.37);(611.16, 552.81);(823.8, 367.4);(595.88, 564.55);(823.69, 345.98);(637.67, 563.45)
2.84;videos/cuts_test/50wtf9.mp4;fall;(518.49, 184.45);(511.18, 174.35);(510.71, 174.29);(510.17, 174.17);(508.99, 177.93);(506.91, 179.24);(504.55, 180.65);(494.31, 183.68);(488.49, 188.93);(519.88, 195.8);(516.56, 199.07);(505.66, 246.93);(523.13, 261.37);(561.62, 320.34);(611.43, 332.02);(606.51, 354.67);(668.28, 355.71);(622.04, 356.85);(685.94, 361.23);(628.73, 354.76);(684.29, 354.13);(622.31, 354.41);(678.78, 352.54);(609.08, 366.57);(616.49, 372.69);(686.03, 450.56);(724.11, 390.96);(626.19, 536.93);(788.73, 427.19);(611.33, 549.63);(793.24, 440.46);(637.01, 562.33);(831.99, 407.13)
2.88;videos/cuts_test/50wtf9.mp4;fall;(511.21, 194.4);(504.47, 184.48);(504.18, 184.49);(503.75, 184.46);(501.59, 186.66);(499.16, 187.88);(496.23, 189.08);(487.67, 193.97);(479.17, 197.78);(512.04, 207.5);(508.86, 209.06);(502.71, 257.36);(507.01, 276.31);(568.07, 328.59);(586.45, 349.53);(624.03, 368.87);(659.47, 391.78);(646.49, 378.61);(675.38, 407.44);(650.44, 379.3);(675.47, 397.44);(641.96, 377.91);(669.72, 391.38);(617.88, 363.91);(615.01, 384.83);(711.95, 354.81);(692.85, 443.19);(829.51, 369.91);(650.31, 523.81);(848.66, 385.86);(631.41, 536.08);(855.77, 326.59);(641.44, 544.9)
2.92;videos/cuts_test/50wtf9.mp4;fall;(500.95, 206.69);(494.72, 198.56);(494.11, 198.45);(493.32, 198.32);(492.34, 200.21);(489.85, 201.18);(486.89, 202.14);(476.58, 206.03);(468.63, 210.53);(500.86, 219.39);(497.85, 220.85);(491.19, 258.18);(490.76, 295.84);(550.97, 326.4);(554.2, 373.78);(612.01, 377.83);(625.82, 426.07);(631.8, 391.4);(643.88, 446.78);(635.31, 391.79);(650.2, 438.1);(627.27, 388.8);(645.12, 429.41);(614.81, 358.11);(607.18, 389.49);(712.39, 341.11);(682.25, 468.11);(839.26, 360.91);(621.16, 547.01);(854.73, 378.32);(598.57, 558.39);(868.27, 317.77);(622.53, 573.37)
2.96;videos/cuts_test/50wtf9.mp4;fall;(485.16, 225.43);(477.65, 217.03);(477.34, 216.49);(476.91, 216.03);(474.14, 219.68);(471.22, 221.07);(468.12, 222.5);(463.41, 223.68);(451.84, 232.27);(488.09, 237.1);(484.68, 239.85);(476.98, 259.34);(474.9, 319.03);(445.05, 203.96);(510.51, 400.23);(374.82, 175.72);(550.77, 469.88);(385.01, 208.02);(552.48, 491.23);(360.88, 189.09);(558.37, 486.1);(366.2, 186.59);(557.63, 481.14);(613.33, 354.17);(605.18, 387.82);(715.93, 337.82);(683.93, 468.28);(834.21, 359.92);(615.53, 546.12);(849.44, 376.62);(594.72, 558.81);(868.39, 322.04);(613.04, 573.56)
3.0;videos/cuts_test/50wtf9.mp4;fall;(471.64, 252.03);(463.17, 244.87);(462.82, 244.51);(462.41, 244.0);(460.34, 246.61);(457.66, 247.74);(454.45, 249.02);(450.63, 250.51);(437.43, 259.29);(473.78, 260.27);(470.17, 262.91);(467.47, 264.15);(452.52, 340.36);(437.96, 191.12);(462.68, 409.08);(365.56, 158.31);(447.53, 446.19);(351.09, 164.2);(438.62, 460.78);(347.37, 166.24);(435.36, 456.75);(352.88, 166.06);(440.42, 446.74);(610.85, 355.6);(602.62, 391.32);(714.45, 342.87);(685.7, 471.43);(829.21, 351.7);(614.92, 546.14);(845.4, 367.61);(596.5, 558.77);(865.48, 316.13);(614.63, 569.76)
3.04;videos/cuts_test/50wtf9.mp4;fall;(449.08, 279.39);(440.58, 272.16);(440.91, 271.52);(441.28, 270.75);(435.1, 275.59);(431.14, 277.81);(426.67, 280.41);(434.59, 279.32);(414.49, 294.55);(453.03, 288.69);(446.9, 293.46);(466.26, 286.68);(442.95, 368.76);(453.63, 207.55);(414.63, 410.65);(401.62, 158.25);(357.54, 412.6);(381.32, 149.14);(333.93, 414.94);(374.85, 154.01);(334.03, 406.14);(382.51, 158.73);(342.88, 401.8);(617.72, 366.06);(610.8, 402.96);(715.37, 347.26);(692.81, 476.41);(830.34, 340.22);(617.74, 544.52);(847.54, 352.66);(600.92, 558.01);(858.18, 300.07);(616.17, 570.79)
3.09;videos/cuts_test/50wtf9.mp4;fall;(434.34, 311.74);(425.54, 305.74);(425.55, 305.28);(425.43, 304.84);(420.89, 310.47);(417.69, 313.5);(414.44, 316.7);(416.21, 317.94);(404.54, 331.27);(438.48, 322.71);(433.36, 327.92);(457.36, 315.61);(426.92, 400.52);(458.39, 216.17);(376.8, 399.94);(446.84, 163.51);(311.19, 390.88);(431.24, 146.58);(283.2, 376.03);(427.54, 145.05);(278.92, 371.16);(434.59, 151.18);(291.35, 387.86);(615.23, 374.74);(608.92, 418.2);(711.56, 347.63);(692.89, 487.09);(816.7, 326.74);(619.52, 545.43);(835.3, 335.24);(603.61, 557.43);(840.57, 283.64);(625.8, 569.36)
3.13;videos/cuts_test/50wtf9.mp4;fall;(413.79, 358.11);(404.9, 349.58);(405.21, 348.28);(405.5, 347.17);(400.71, 356.04);(398.18, 358.92);(395.51, 361.92);(400.87, 356.42);(386.89, 374.53);(420.64, 365.01);(415.91, 371.13);(438.33, 354.86);(418.43, 429.76);(455.24, 271.11);(366.58, 386.68);(484.84, 190.63);(306.94, 342.66);(483.41, 177.2);(280.07, 316.84);(480.98, 175.18);(277.26, 314.6);(483.54, 181.59);(287.13, 323.99);(608.98, 387.0);(608.57, 433.29);(706.8, 349.16);(693.32, 492.88);(811.11, 309.35);(620.3, 544.73);(828.97, 316.69);(605.04, 549.28);(833.54, 269.99);(628.52, 567.91)
